"","gsis_id","display_name","common_first_name","first_name","last_name","short_name","football_name","suffix","esb_id","nfl_id","pfr_id","pff_id","otc_id","espn_id","smart_id","birth_date","position_group","position","ngs_position_group","ngs_position","height","weight","headshot","college_name","college_conference","jersey_number","rookie_season","last_season","latest_team","status","ngs_status","ngs_status_short_description","years_of_experience","pff_position","pff_status","draft_year","draft_round","draft_pick","draft_team"
"9272","00-0024307","Jason Hatcher","Jason","Jason","Hatcher",NA,"Jason",NA,"HAT099134","30906","HatcJa20","3037","632","9678","32004841-5409-9134-9fbd-9e1971a54d77","1982-07-13","DL","DE",NA,NA,78,299,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxqvnuvzs3yxi9q0qmkg","Grambling State","Southwestern Athletic Conference","97",2006,2015,"WAS","ACT","ACT","Active",10,"DI",NA,2006,3,92,"DAL"
"9273","00-0033441","Keon Hatcher","Keon","Keon","Hatcher","K.Hatcher","Keon",NA,"HAT101197","45341","HatcKe00","12249","6082","2980061","32004841-5410-1197-c6b7-683a8412fa53","1994-09-11","WR","WR",NA,NA,73,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xiahm288zxajbteu026w","Arkansas",NA,"0",2017,2019,"NYJ","DEV","DEV",NA,2,"WR","A",NA,NA,NA,NA
"9274","00-0007098","Dale Hatcher","Dale","Roger","Hatcher",NA,NA,NA,"HAT103822",NA,"HatcDa20",NA,NA,"6643","32004841-5410-3822-7ca9-4b8d23c1f762","1963-04-05","SPEC","P",NA,NA,74,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a29pj7wsjnqhtbndj5c9","Clemson",NA,"0",1985,1993,"MIA","ACT",NA,NA,7,NA,NA,1985,3,77,"LA"
"9275","HAT311466","Derrick Hatchett","Derrick","Derrick","Hatchett",NA,NA,NA,"HAT311466",NA,"HatcDe20",NA,NA,NA,"32004841-5431-1466-bb8c-132685bc351a","1958-08-14","DB","DB",NA,NA,71,182,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkgevxawegv2izegficu","Texas",NA,"0",1980,1983,"HOU","ACT",NA,NA,4,NA,NA,1980,1,24,"BAL"
"9276","00-0007103","Matt Hatchette","Matt","Matthew","Hatchette",NA,NA,NA,"HAT321966","22565","HatcMa00",NA,NA,"1332","32004841-5432-1966-16fd-0c908e08788f","1974-05-01","WR","WR",NA,NA,75,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/plvdp70sewyh07u1gagw","Langston University; Mercyhurst College",NA,"81",1997,2003,"JAX","ACT",NA,NA,6,NA,NA,1997,7,235,"MIN"
"9277","00-0031780","Micah Hatchie","Micah","Micah","Hatchie",NA,NA,NA,"HAT334716","42811","HatcMi00",NA,NA,"2509485","32004841-5433-4716-a9f9-a1bbff0df945","1992-05-15","OL","OT",NA,NA,77,304,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bb1e8rttspcztflpma8q","Washington",NA,"0",2015,2015,"PIT","RES",NA,NA,0,NA,NA,NA,NA,NA,NA
"9278","00-0033845","Dominique Hatfield","Dominique","Dominique","Hatfield","D.Hatfield","Dominique",NA,"HAT410702","45706","HatfDo00","12338","6301","3052502","32004841-5441-0702-ebc4-ac66f3b36e08","1994-12-13","DB","CB",NA,NA,70,178,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qt7buttgbl00wgxdevvh","Utah",NA,"0",2017,2019,"CAR","DEV","DEV",NA,3,"CB",NA,NA,NA,NA,NA
"9279","00-0007105","Mark Hatfield","Mark","Mark","Hatfield",NA,NA,NA,"HAT430202",NA,NA,NA,NA,NA,"32004841-5443-0202-7397-5a553f311109","1970-08-21","OL","OT",NA,NA,78,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mwi8lwecwasl7fsa9hpg","Bishop",NA,"0",1995,1995,"HOU","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
"9280","HAT519110","Steve Hathaway","Steve","Steven","Hathaway",NA,NA,NA,"HAT519110",NA,"HathSt20",NA,NA,NA,"32004841-5451-9110-5b05-3411838bf314","1962-04-26","LB","OLB",NA,NA,76,238,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eos8d1pk7qz7hz09h2px","West Virginia",NA,"0",1984,1984,"IND","ACT",NA,NA,0,NA,NA,1984,12,317,"IND"
"9281","00-0033771","Rickey Hatley","Rickey","Rickey","Hatley","R.Hatley","Rickey",NA,"HAT738004","45649","HatlRi00","48872","6247","2971436","32004841-5473-8004-c3bd-81be03b45fbd","1994-03-29","DL","NT",NA,NA,76,320,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/trnaj3eno9mq2pdaana4","Missouri",NA,"94",2017,2017,"BUF","ACT","CUT",NA,0,"DI",NA,NA,NA,NA,NA
"9282","00-0039445","Hogan Hatten","Hogan","Hogan","Hatten","H.Hatten","Hogan",NA,"HAT771098","57559","HattHo00","102135","12273","4571755","32004841-5477-1098-8ff9-1fd055467d3a","2000-08-06","SPEC","LS",NA,NA,74,239,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kgeurwp926ca1jb9ohyg","Idaho","Big Sky Conference","49",2024,2026,"DET","ACT","ACT","Active",3,"LS","A",NA,NA,NA,NA
"9283","00-0036693","Blake Haubeil","Blake","Blake","Haubeil","B.Haubeil","Blake",NA,"HAU054452","53898","HaubBl00","57589",NA,"4242006","32004841-5505-4452-eb28-bf5932603317","1999-04-05","SPEC","K",NA,NA,75,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wx1eklliyrvdpvdjrohh","Ohio State","Big Ten Conference","0",2021,2021,"CAR","CUT","CUT","Practice Squad",0,NA,NA,NA,NA,NA,NA
"9284","00-0007108","Tim Hauck","Tim","Timothy","Hauck",NA,NA,NA,"HAU118654",NA,"HaucTi20",NA,NA,"250","32004841-5511-8654-1911-9392e4f15cb6","1966-12-20","DB","DB",NA,NA,70,187,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjbhrtkseevibims32zt","Montana; Pacific University (Or)",NA,"45",1990,2002,"SF","ACT",NA,NA,13,NA,NA,NA,NA,NA,NA
"9285","HAU244817","A.J. Haulcy","A.J.","Adari","Haulcy",NA,NA,NA,"HAU244817",NA,"HaulAJ00",NA,NA,"4905664","32004841-5524-4817-68e4-9c3b33925566","2004-01-10","DB","DB",NA,NA,72,220,NA,"LSU; Houston; New Mexico",NA,NA,2026,2026,"IND","UDF",NA,NA,0,NA,NA,NA,NA,NA,NA
"9286","00-0029840","Caylin Hauptmann","Caylin","Caylin","Hauptmann",NA,"Caylin",NA,"HAU303404","40297","HaupCa00","8162","2602","16314","32004841-5530-3404-dec9-265fc5e3d414","1991-07-10","OL","OT",NA,NA,75,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppzzheircpj8mjrdcg93","Florida International; College of the Canyons",NA,"0",2013,2014,"NE","DEV","ACT","Active",2,NA,NA,NA,NA,NA,NA
"9287","00-0025944","Steven Hauschka","Steven","Steven","Hauschka","S.Hauschka","Stephen",NA,"HAU342462","33469","HausSt00","4655","2174","11923","32004841-5534-2462-58f6-a06784127f9e","1985-06-29","SPEC","K","SPEC",NA,76,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dx2dsdejdbqrjltnkstm","N.C. State; Middlebury",NA,"4",2008,2020,"JAX","CUT","CUT",NA,13,"K",NA,NA,NA,NA,NA
"9288","00-0036746","Jake Hausmann","Jake","Jake","Hausmann","J.Hausmann","Jake",NA,"HAU658222","53951","HausJa00","40987",NA,"4040617","32004841-5565-8222-4805-60aeb6390841","1997-08-12","TE","TE","WR","TE",76,245,NA,"Ohio State","Big Ten Conference","0",2021,2021,"NYG","DEV","CUT","Waivers/No Rec.",0,NA,NA,NA,NA,NA,NA
"9289","HAU711924","Len Hauss","Len","Leonard","Hauss",NA,NA,NA,"HAU711924",NA,"HausLe00",NA,NA,NA,"32004841-5571-1924-a888-e11edbba1b7c","1942-07-11","OL","C",NA,NA,74,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tnquewctjt5wcej3bmaw","Georgia",NA,"0",1974,1977,"WAS","ACT",NA,NA,14,NA,NA,NA,NA,NA,NA
"9290","00-0032242","Rob Havenstein","Rob","Robert","Havenstein","R.Havenstein","Rob",NA,"HAV249308","42400","HaveRo00","9490","3905","2515613","32004841-5624-9308-acd1-fccd83685d9c","1992-05-13","OL","OT","OL","T",80,323,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cqsicmerjhzvzpnz77fz","Wisconsin","Big Ten Conference","79",2015,2025,"LA","RSR","RES","R/Injured; DFR",11,"T","A",2015,2,57,"LA"
"9291","00-0007113","Kevin Haverdink","Kevin","Kevin","Haverdink",NA,NA,NA,"HAV474616",NA,"HaveKe20",NA,NA,NA,"32004841-5647-4616-ae09-472af24b3b5f","1965-10-20","OL","OT",NA,NA,77,285,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bkriabf4gqxx3lqcr9pj","Western Michigan",NA,"0",1989,1992,"NO","RES",NA,NA,4,NA,NA,1989,5,133,"NO"
"9292","HAV593270","Dennis Havig","Dennis","Dennis","Havig",NA,NA,NA,"HAV593270",NA,"HaviDe20",NA,NA,NA,"32004841-5659-3270-427a-4f92c421e06b","1949-05-06","OL","G",NA,NA,74,253,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a4ihotw4t5nro92aaxwh","Colorado",NA,"0",1974,1977,"GB","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"9293","00-0028178","Stanley Havili","Stanley","Sione","Havili",NA,NA,NA,"HAV606770","37315","HaviSt00","6392","781","14104","32004841-5660-6770-a5ed-f27beea41994","1987-11-14","RB","FB",NA,NA,72,243,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/il1h3ozkugeb4mq1p3qr","USC",NA,"0",2011,2014,"SEA","CUT",NA,NA,3,"FB",NA,2011,7,240,"PHI"
"9294","00-0023832","Spencer Havner","Spencer","Spencer","Havner",NA,NA,NA,"HAV659188",NA,"HavnSp00",NA,NA,"10387","32004841-5665-9188-9dda-2e4f62c24593","1983-02-02","LB","LB",NA,NA,75,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/malyoxb1ir70gbstbid6","UCLA",NA,"41",2006,2010,"GB","RES",NA,NA,2,NA,NA,NA,NA,NA,NA
"9295","HAV711924","Sam Havrilak","Sam","Samuel","Havrilak",NA,NA,NA,"HAV711924",NA,"HavrSa00",NA,NA,NA,"32004841-5671-1924-731d-35ae3def5d9c","1947-12-13","RB","RB",NA,NA,74,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tkupzdqf0xmw0dpgk5cz","Bucknell",NA,"0",1974,1974,"NO","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"9296","00-0038152","Lucas Havrisik","Lucas","Lucas","Havrisik","L.Havrisik","Lucas",NA,"HAV723174","55323","HavrLu00","57498","10813","4245661","32004841-5672-3174-6505-258ec1bbb3f0","1999-09-29","SPEC","K",NA,NA,74,188,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpkfsna78iqtafg1fpdm","Arizona","Pacific Twelve Conference","35",2022,2026,"GB","ACT","RES","Reserve/Future",3,"K","A",NA,NA,NA,NA
"9297","00-0040194","Jackson Hawes","Jackson","Jackson","Hawes","J.Hawes","Jackson",NA,"HAW060991","58378","HaweJa00","109374","12533","4573699","32004841-5706-0991-3db0-4aa9a5a35e4b","2000-12-06","TE","TE","TE","TE",76,253,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nmulibermshvvmemgupo","Georgia Tech; Yale","Atlantic Coast Conference","85",2025,2026,"BUF","ACT","ACT","Active",2,"TE","A",2025,5,173,"BUF"
"9298","00-0024220","A.J. Hawk","A.J.","Aaron","Hawk",NA,NA,NA,"HAW076822","30819","HawkA.20","2950","1992","9591","32004841-5707-6822-152e-a6d38ca7e098","1984-01-06","LB","LB",NA,NA,73,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nrfsifzzmvxtfkbb4c7c","Ohio State",NA,"54",2006,2016,"ATL","CUT",NA,NA,11,"ST",NA,2006,1,5,"GB"
"9299","00-0019098","Michael Hawkes","Michael","Michael","Hawkes",NA,NA,NA,"HAW090322",NA,"HawkMi20",NA,NA,"2544","32004841-5709-0322-91dc-0fe535d440f3","1977-04-11","LB","LB",NA,NA,72,242,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gsl7vcwfz9edb8ym7l0a","Virginia Tech",NA,"59",2000,2001,"CAR","CUT",NA,NA,1,NA,NA,NA,NA,NA,NA
"9300","00-0027918","Andrew Hawkins","Andrew","Andrew","Hawkins",NA,NA,NA,"HAW100447","34226","HawkAn00","6125","327","13958","32004841-5710-0447-339c-d725158e66c1","1986-03-10","WR","WR",NA,NA,67,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u8pdn7pvsmizedc80gto","Toledo",NA,"16",2011,2016,"CLE","ACT",NA,NA,6,"WR",NA,NA,NA,NA,NA
"9301","HAW103822","Andy Hawkins","Andy","Anthony","Hawkins",NA,NA,NA,"HAW103822",NA,"HawkAn20",NA,NA,NA,"32004841-5710-3822-1934-8f0207fec64d","1958-03-31","LB","LB",NA,NA,74,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mkxdhzrpwfhntlg6rkbx","Texas A&M University-Kingsville",NA,"0",1980,1988,"KC","ACT",NA,NA,6,NA,NA,1980,10,267,"TB"
"9302","00-0007115","Artrell Hawkins","Artrell","Artrell","Hawkins",NA,NA,NA,"HAW113572","23490","HawkAr20","357",NA,"1473","32004841-5711-3572-2b4f-25816756a7ac","1976-11-24","DB","FS",NA,NA,70,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aufyxdtprg3vozwsuvfk","Cincinnati",NA,"25",1998,2006,"NE","ACT",NA,NA,9,NA,NA,1998,2,43,"CIN"
"9303","HAW155733","Ben Hawkins","Ben","Benjamin","Hawkins",NA,NA,NA,"HAW155733",NA,"HawkBe00",NA,NA,NA,"32004841-5715-5733-3769-7e5da8929fc4","1944-03-22","WR","WR",NA,NA,73,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mj940peiqtcmkqeulzsk","Arizona State",NA,"0",1974,1974,"CLE","ACT",NA,NA,9,NA,NA,NA,NA,NA,NA
"9304","00-0037584","Brad Hawkins","Brad","Brad","Hawkins","B.Hawkins","Brad",NA,"HAW158170","55172","HawkBr00","56063","10492","4258179","32004841-5715-8170-7294-5902a827bf2c","1998-07-26","DB","DB","DB","SAFETY",73,221,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmvxwcuyb7j0wygnk7yp","Michigan","Big Ten Conference","36",2022,2022,"NE","DEV","CUT","Waivers/No Rec.",0,NA,NA,NA,NA,NA,NA
"9305","00-0024374","Brent Hawkins","Brent","Brent","Hawkins",NA,NA,NA,"HAW160608","30975","HawkBr20","3105",NA,"9746","32004841-5716-0608-db11-d5830a3a16b1","1983-09-01","DL","DE",NA,NA,74,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kmfh8usfererbc4plg58","Illinois State; Lewis & Clark IL (J.C.); Purdue",NA,"57",2006,2007,"JAX","ACT",NA,NA,2,NA,NA,2006,5,160,"JAX"
"9306","00-0030447","Charles Hawkins","Charles","Charles","Hawkins",NA,NA,NA,"HAW246055",NA,"HawkCh01","8421","2433","16602","32004841-5724-6055-63e5-fe94af48c106","1990-08-30","WR","WR",NA,NA,68,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dwhawshdi4ktkpxkhv89","Southern",NA,"0",2013,2013,"DET","DEV",NA,NA,0,NA,NA,NA,NA,NA,NA
"9307","HAW250555","Joey Hawkins","Joey","Charles","Hawkins",NA,NA,NA,"HAW250555",NA,NA,NA,NA,NA,"32004841-5725-0555-c861-0e3e3f95fd8d","1981-12-16","TE","TE",NA,NA,81,252,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ggsrilvhgdrhidcmftca","Texas Tech",NA,"0",2006,2006,"IND","CUT",NA,NA,0,NA,NA,NA,NA,NA,NA
"9308","00-0027507","Chris Hawkins","Chris","Christopher","Hawkins",NA,NA,NA,"HAW268180",NA,"HawkCh00",NA,NA,"13384","32004841-5726-8180-1dde-4bbde5838ec4","1986-04-12","DB","CB",NA,NA,73,184,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q3coekypm19hspyra99h","LSU",NA,"35",2010,2011,"TEN","ACT",NA,NA,1,NA,NA,NA,NA,NA,NA
"9309","HAW311466","Clarence Hawkins","Clarence","Clarence","Hawkins",NA,NA,NA,"HAW311466",NA,"HawkCl20",NA,NA,NA,"32004841-5731-1466-82ae-8e830f79a69a","1956-07-15","RB","RB",NA,NA,72,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s0keh7kamglfnn5hn44g","Florida A&M",NA,"0",1979,1979,"LV","ACT",NA,NA,1,NA,NA,NA,NA,NA,NA
"9310","00-0007120","Courtney Hawkins","Courtney","Courtney","Hawkins",NA,NA,NA,"HAW321216",NA,"HawkCo00",NA,NA,"284","32004841-5732-1216-fd60-954bd7078925","1969-12-12","WR","WR",NA,NA,69,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/utgzfxhrl49iw2likcot","Michigan State",NA,"88",1992,2000,"PIT","ACT",NA,NA,9,NA,NA,1992,2,44,"TB"
"9311","00-0030714","Donald Hawkins","Donald","Donald","Hawkins","D.Hawkins","Donald",NA,"HAW335269","41552","HawkDo01","9081","3747","17003","32004841-5733-5269-afc5-7232372af081","1992-04-22","OL","G","OL","T",76,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gcufkfny1ps4rfcyumt5","Texas; Northwest Mississippi CC",NA,"77",2014,2017,"KC","CUT","CUT",NA,2,"T",NA,NA,NA,NA,NA
"9312","HAW363377","Frank Hawkins","Frank","Frank","Hawkins",NA,NA,NA,"HAW363377",NA,"HawkFr00",NA,NA,NA,"32004841-5736-3377-3871-56b38268d0c4","1959-07-03","RB","RB",NA,NA,69,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/haqw9l7ckh7lvqsxobp9","Nevada",NA,"0",1981,1987,"LV","ACT",NA,NA,7,NA,NA,1981,10,276,"LV"
"9313","00-0007123","Garland Hawkins","Garland","Garland","Hawkins",NA,NA,NA,"HAW376354",NA,"HawkGa20",NA,NA,"7810","32004841-5737-6354-a28e-c658256e804c","1970-02-19","DL","DE",NA,NA,75,265,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xdbuonupkkbknn1hpmqm","Syracuse",NA,"0",1994,1995,"CHI","CUT",NA,NA,2,NA,NA,NA,NA,NA,NA
"9314","00-0036827","Javian Hawkins","Javian","Javian","Hawkins","J.Hawkins","Javian",NA,"HAW414463","54040","HawkJa01","77704",NA,"4360802","32004841-5741-4463-4c0c-4675ae4aaddb","1999-11-03","RB","RB","RB","RB",69,196,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nl1zpq6ykkgc3uz5ww6y","Louisville","Atlantic Coast Conference","0",2021,2021,"LA","DEV","DEV","Practice Squad",0,NA,NA,NA,NA,NA,NA
"9315","00-0036302","Jaylinn Hawkins","Jaylinn","Jaylinn","Hawkins","J.Hawkins","Jaylinn",NA,"HAW416901","52542","HawkJa00","51423","8874","3858276","32004841-5741-6901-ca8d-82f5580f7a66","1997-08-27","DB","SAF","DB","SAFETY",73,208,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x6aoovce6sz0dxstlb4u","California","Pacific Twelve Conference",NA,2020,2026,"BAL","ACT","ACT","Active",7,"S","A",2020,4,134,"ATL"
"9316","00-0033085","Jerald Hawkins","Jerald","Jerald","Hawkins","J.Hawkins","Jerald",NA,"HAW426651","43412","HawkJe00","10757","4836","2976554","32004841-5742-6651-6065-1a9743a088ec","1993-10-16","OL","OT",NA,NA,78,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qxv0dm3zyuz3eqcx1f3z","LSU","Southeastern Conference","0",2016,2021,"NO","DEV","CUT","R/I; NOT 90",6,"T","S",2016,4,123,"PIT"
"9317","00-0032635","Josh Hawkins","Josh","Joshua","Hawkins","J.Hawkins","Josh",NA,"HAW429697","43755","HawkJo00","11149","5334","2575523","32004841-5742-9697-207b-8db016944ca9","1993-01-23","DB","CB",NA,NA,70,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vwqmw9vzmukghuglz7nb","East Carolina","American Athletic Conference","0",2016,2020,"DET","DEV","DEV","PS; Vet",4,"CB","IR",NA,NA,NA,NA
"9318","00-0026266","Lavelle Hawkins","Lavelle","Lavelle","Hawkins",NA,NA,NA,"HAW442308","33207","HawkLa00","4440","1400","11371","32004841-5744-2308-e04d-95f8d0f9fdb3","1986-07-12","WR","WR",NA,NA,71,194,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofemzqkzzkv8mfw4n3pc","California; City College (SF)",NA,"10",2008,2013,"LAC","ACT",NA,NA,6,"WR",NA,2008,4,126,"TEN"
"9319","HAW467199","Mike Hawkins","Mike","Michael","Hawkins",NA,NA,NA,"HAW467199",NA,"HawkMi22",NA,NA,NA,"32004841-5746-7199-7e3f-266b769d0d43","1955-10-29","LB","LB",NA,NA,74,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g9jrzppuabt7cwtwhcjj","Texas A&M University-Kingsville",NA,"0",1978,1982,"LV","ACT",NA,NA,5,NA,NA,1978,7,188,"NE"
"9320","00-0023600","Mike Hawkins","Mike","Micheal","Hawkins",NA,NA,NA,"HAW351191","29994","HawkMi21","2384",NA,"8581","32004841-5735-1191-6f7d-dfe5f0480d72","1983-07-15","DB","DB",NA,NA,73,187,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/noyvb5uzxervut2lt470","Oklahoma",NA,"37",2005,2007,"MIN","CUT",NA,NA,3,NA,NA,2005,5,167,"GB"
"9321","HAW519110","Nate Hawkins","Nate","Nathaniel","Hawkins",NA,NA,NA,"HAW519110",NA,"HawkNa00",NA,NA,NA,"32004841-5751-9110-e995-6557c06e2d95","1950-02-08","WR","WR",NA,NA,73,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gzknezly0wjjlzsdgb3y","UNLV",NA,"0",1975,1975,"HOU","ACT",NA,NA,1,NA,NA,NA,NA,NA,NA
"9322","HAW562021","Robert Hawkins","Robert","Robert","Hawkins",NA,NA,NA,"HAW562021",NA,NA,NA,NA,NA,"32004841-5756-2021-4cc8-80b9f3c22f20","1956-11-15","RB","RB",NA,NA,72,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfriqhzmesidzqcp5wbf","Kentucky",NA,"0",1979,1979,"LA","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
"9323","00-0007131","Steve Hawkins","Steve","Steven","Hawkins",NA,NA,NA,"HAW581403",NA,"HawkSt20",NA,NA,"7617","32004841-5758-1403-6414-a75b995b8d6a","1971-03-16","WR","WR",NA,NA,77,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqa5eijtbpmiay4lcxzl","Western Michigan; Tennessee State",NA,"0",1994,1994,"NE","RES",NA,NA,0,NA,NA,1994,6,166,"NE"
"9324","00-0037521","Tayler Hawkins","Tayler","Tayler","Hawkins","T.Hawkins","Tayler",NA,"HAW585891","55109","HawkTa01","42606","10588","4036820","32004841-5758-5891-e9c0-3f8f220d5e11","1997-12-27","DB","SAF","DB","SAFETY",73,205,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fy8lsab65a6ojkzy1l0h","San Diego State","Mountain West Conference",NA,2022,2023,"SF","DEV","CUT","R/Injured",1,"S","IR",NA,NA,NA,NA
"9325","00-0038403","Tre Hawkins III","Tre","Tre","Hawkins","T.Hawkins","Tre",NA,"HAW635317","56074","HawkTr00","145387","11033","4686553","32004841-5763-5317-9487-f6f5e3db4225","2000-08-01","DB","CB","DB","CB",75,195,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hluwbh24y0wuxzwz99qd","Old Dominion","Sun Belt Conference",NA,2023,2026,"WAS","ACT","RES","Reserve/Future",3,"CB","A",2023,6,209,"NYG"
"9326","HAW632682","Bill Hawkins","Bill","William","Hawkins",NA,NA,NA,"HAW632682",NA,"HawkBi20",NA,NA,NA,"32004841-5763-2682-e245-aa4e49bc8bae","1966-05-09","DL","DE",NA,NA,78,265,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zrh9b5cpwfzkomnzigou","Miami",NA,"0",1989,1992,"LA","RES",NA,NA,4,NA,NA,1989,1,21,"LA"
"9327","00-0030389","Tanner Hawkinson","Tanner","Griffin","Hawkinson",NA,"Tanner",NA,"HAW637952","40104","HawkTa00","7938","1253","15919","32004841-5763-7952-6587-8b9e2c7d01f9","1990-05-14","OL","OT",NA,NA,77,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m3gahuuxkfvkwabefd3b","Kansas","Big Twelve Conference","79",2013,2015,"PHI","ACT","ACT","Inactive",2,"G",NA,2013,5,156,"CIN"
"9328","00-0027717","Joe Hawley","Joe","Joseph","Hawley","J.Hawley","Joe",NA,"HAW653722","35556","HawlJo20","5641","808","13385","32004841-5765-3722-54b3-7bb687be2b9e","1988-10-22","OL","C",NA,NA,75,302,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/deoboccbllw3uer38kdn","UNLV",NA,"68",2010,2017,"TB","ACT","UFA",NA,8,"C",NA,2010,4,117,"ATL"
"9329","HAW674843","Steve Haworth","Steve","Steven","Haworth",NA,NA,NA,"HAW674843",NA,"HawoSt20",NA,NA,NA,"32004841-5767-4843-ab7b-ea3b9b7b2e1e","1961-09-16","DB","DB",NA,NA,71,189,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lab8tarfbzmywwzoyzmc","Oklahoma",NA,"0",1983,1984,"ATL","ACT",NA,NA,2,NA,NA,1983,6,142,"HOU"
"9330","00-0007136","Kurt Haws","Kurt","Kurt","Haws",NA,NA,NA,"HAW739504",NA,"HawsKu20",NA,NA,"7668","32004841-5773-9504-ecb7-99b1a2e07f9a","1969-09-25","TE","TE",NA,NA,77,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s06ha6skhrurj5fomh6j","Utah; Mesa CC",NA,"0",1994,1994,"WAS","ACT",NA,NA,0,NA,NA,1994,4,105,"WAS"
"9331","00-0023608","Anttaj Hawthorne","Anttaj","Anttaj","Hawthorne",NA,NA,NA,"HAW755374","30002","HawtAn20","2392",NA,"8589","32004841-5775-5374-6cea-648a8ebcbd87","1981-11-15","DL","DT",NA,NA,75,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/volxycwjkeljxllcssti","Wisconsin",NA,"77",2005,2006,"LV","ACT",NA,NA,2,NA,NA,2005,6,175,"LV"
"9332","00-0026472","C.J. Hawthorne","C.J.","C.J.","Hawthorne",NA,NA,NA,"HAW757137",NA,NA,NA,NA,NA,"32004841-5775-7137-2f36-134477046008","1983-12-15","WR","WR",NA,NA,71,168,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hx4pztrvnxcch6dsrfyc","Hawaii",NA,"18",2008,2009,"BUF","RSN",NA,NA,1,NA,NA,NA,NA,NA,NA
"9333","00-0025999","David Hawthorne","David","David","Hawthorne","D.Hawthorne","David",NA,"HAW758019","33525","HawtDa20","4693","1489","11544","32004841-5775-8019-c40c-ddaa84a96e41","1985-05-14","LB","OLB","LB","MLB",72,246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g8bdsv5rv4jg180ndcwu","TCU","Mountain West Conference","57",2008,2015,"NO","ACT","ACT","Active",8,"LB",NA,NA,NA,NA,NA
